timestamp,host,traffic_in,traffic_out,latency_ms,packet_loss,service_state,anomaly_flag
2025-12-25 09:06:23.003538,FW1,98.05238250328131,78.33950593590568,22.903333261036906,0.37082728245672375,0,0
2025-12-25 09:07:23.003538,FW2,78.57478116029752,86.19908134591185,9.580803067532804,0.46561516347838855,0,0
2025-12-25 09:08:23.003538,APP14,97.63400013322044,82.48225241078681,14.720532843192156,0.39847179971694674,0,0
2025-12-25 09:09:23.003538,SW5,61.42478828463773,67.17379268711937,12.553103636744115,0.35853444906570453,0,0
2025-12-25 09:10:23.003538,SW9,101.2400859025979,58.40161634341419,17.88151367575613,0.8133434334998748,0,0
2025-12-25 09:11:23.003538,SW4,66.16837565445717,36.52401531912034,31.62434522557552,0.531223743339823,0,0
2025-12-25 09:12:23.003538,APP11,569.5644604859101,325.6174018688324,78.98877707549784,1.4946165952661783,1,1
2025-12-25 09:13:23.003538,APP12,80.45005046442336,65.20116788636857,20.75943427777901,0.4863772423194613,0,0
2025-12-25 09:14:23.003538,APP10,67.63890281835575,78.90040277723992,28.523591812860563,0.8523985904620892,0,0
2025-12-25 09:15:23.003538,R3,113.28484330554596,63.653481032497716,26.797070837985043,0.6411292395906172,0,0
2025-12-25 09:16:23.003538,APP15,94.61018353282648,105.29188058337341,29.104086524819973,0.45296390033183376,0,0
2025-12-25 09:17:23.003538,DB1,84.1449472281231,92.21856192730515,16.720734207601254,0.17300341792216378,0,0
2025-12-25 09:18:23.003538,APP15,69.87968745583811,43.61654610100702,25.42930495289136,0.7138760779021216,0,0
2025-12-25 09:19:23.003538,DB3,94.40857645858553,93.9640204884602,24.084975347207397,0.5738258349341927,0,0
2025-12-25 09:20:23.003538,R3,89.56948587873576,84.17964048213324,23.62154796716508,0.47209386990321955,0,0
2025-12-25 09:21:23.003538,SW1,61.46308712290735,83.56250438326424,17.319710675732054,0.6980922339163099,0,0
2025-12-25 09:22:23.003538,SW2,94.88151826575961,72.4458655451536,35.85200873790464,0.29937863772094664,0,0
2025-12-25 09:23:23.003538,DB5,105.28924298876198,71.45448016269498,23.723120446651265,0.4491855601096231,0,0
2025-12-25 09:24:23.003538,DB1,22.944123346949695,75.7476511193281,28.353489516281552,0.670955480089317,0,0
2025-12-25 09:25:23.003538,APP5,82.54714179813445,79.78433299795097,18.683427696329773,0.24249474135281895,0,0
2025-12-25 09:26:23.003538,APP5,59.03800112955679,87.5408579954084,32.19003810623343,0.6290629016142635,0,0
2025-12-25 09:27:23.003538,APP6,111.94736302500584,70.28666255324138,17.463813210303826,0.6064083735650658,0,0
2025-12-25 09:28:23.003538,DB4,58.03736249265663,76.69224374909635,12.193756395375884,0.5784597202938461,0,0
2025-12-25 09:29:23.003538,APP2,94.97916885087646,83.4534539934433,28.640529480169942,0.6528280833487126,0,0
2025-12-25 09:30:23.003538,DB2,98.77106654280314,98.21850347752874,38.899873982188154,0.5109237148102697,0,0
2025-12-25 09:31:23.003538,APP6,64.97805593142004,83.81075112322247,31.37024607520057,0.33670338848651593,0,0
2025-12-25 09:32:23.003538,FW3,81.28500804616574,50.48015393988228,26.320052756355196,0.35779813071952404,0,0
2025-12-25 09:33:23.003538,FW1,257.2154601838967,317.2963444990193,194.46855752048867,3.3462200342038857,2,1
2025-12-25 09:34:23.003538,FW3,106.15604141394849,52.41969516015851,10.367179211387525,0.7233916795924495,0,0
2025-12-25 09:35:23.003538,APP12,103.80588981461906,138.00397006465664,8.23821671495729,0.5340666539064122,0,0
2025-12-25 09:36:23.003538,SW3,62.90529434790714,88.94622341421683,27.544400344081247,0.6347556448118161,0,0
2025-12-25 09:37:23.003538,APP2,84.15998479687644,51.29791568150635,43.59527480911567,0.4015635753096778,0,0
2025-12-25 09:38:23.003538,FW3,80.74149206943336,93.22512467405552,16.047610849276005,0.43098850187555793,0,0
2025-12-25 09:39:23.003538,SW2,101.00701043896578,73.82735125756952,13.238217899463386,0.5629818796050869,0,0
2025-12-25 09:40:23.003538,APP13,34.111455505911614,63.496530258508734,22.22630662530334,0.6258742258443779,0,0
2025-12-25 09:41:23.003538,APP8,274.7468127676327,172.12879244063987,73.76909175242072,2.2912070462442955,3,1
2025-12-25 09:42:23.003538,SW5,57.71529705543308,37.97579827375601,35.30310452999032,0.6370229600305141,0,0
2025-12-25 09:43:23.003538,DB3,59.3683271700452,66.80242843677352,38.26926218465856,0.8564600805078433,0,0
2025-12-25 09:44:23.003538,SW6,51.69198246469385,89.4756137060098,25.928926812556792,0.6910938951336426,0,0
2025-12-25 09:45:23.003538,DB1,91.54113580455055,57.62999110788074,37.463764346945396,0.510873111135626,0,0
2025-12-25 09:46:23.003538,SW3,78.39917711702887,23.85943551773775,-0.7480382486511914,0.33236367788998705,0,0
2025-12-25 09:47:23.003538,APP11,81.02361890126551,108.48501088352859,11.155026377558668,0.3531689036799667,0,0
2025-12-25 09:48:23.003538,SW1,43.205632400001775,78.8119558468695,26.10945629730317,0.6484872500946952,0,0
2025-12-25 09:49:23.003538,APP3,116.87742729956568,78.64922518857257,37.67478341080533,0.504889638288832,0,0
2025-12-25 09:50:23.003538,APP6,104.01798757089537,89.66421359815499,39.01422640719552,0.7375691649292686,0,0
2025-12-25 09:51:23.003538,R1,80.01909676486834,66.22924145695875,13.435403735627192,0.5424880756130128,0,0
2025-12-25 09:52:23.003538,SW1,108.03112618944537,82.77644706235904,24.534571128186187,0.33041917068798377,0,0
2025-12-25 09:53:23.003538,R3,57.50940136714069,22.73039672418826,26.84657599184382,0.5604632688831748,0,0
2025-12-25 09:54:23.003538,SW9,77.39344996125801,66.97143369107688,11.035122145831924,0.725817674850081,0,0
2025-12-25 09:55:23.003538,APP13,100.91852025409482,77.34535808496311,21.365319098243,0.26593221513557264,0,0
2025-12-25 09:56:23.003538,DB2,97.48960753722497,86.46430766443437,10.424145834996557,0.4324604969288278,0,0
2025-12-25 09:57:23.003538,SW9,118.97795810401324,89.38012342694618,24.987358814507914,0.7281558343406972,0,0
2025-12-25 09:58:23.003538,DB1,73.88814932663503,50.53912955894477,28.123630221965364,0.781506621550009,0,0
2025-12-25 09:59:23.003538,APP1,92.67708346742661,51.34659140966738,20.363386904053378,0.36760457157848436,0,0
2025-12-25 10:00:23.003538,APP12,106.98201692336363,65.72102834591854,31.71915199145422,0.4089892345419922,0,0
2025-12-25 10:01:23.003538,SW4,50.39141483054981,54.743450845384324,19.985972842789035,0.6689368281180893,0,0
2025-12-25 10:02:23.003538,APP5,56.84270521686891,78.57777937932644,20.56157152110948,0.4009375057781714,0,0
2025-12-25 10:03:23.003538,SW1,113.14628629190665,82.41850392361513,20.485688126457607,0.5199023955168739,0,0
2025-12-25 10:04:23.003538,R2,97.11726131078328,91.72379258541434,35.51922098841764,0.4442552691883045,0,0
2025-12-25 10:05:23.003538,APP12,94.37098081842285,85.3309427436723,24.74129309423971,0.4210429315439226,0,0
2025-12-25 10:06:23.003538,APP4,74.29531760852281,67.36755310108565,26.704577673102477,0.25202240307769097,0,0
2025-12-25 10:07:23.003538,APP14,78.86237541791868,61.2790391397246,12.59954714208807,0.5247578382330621,0,0
2025-12-25 10:08:23.003538,DB3,85.49995144568942,71.31586385193648,20.13047462385495,0.30888981139758676,0,0
2025-12-25 10:09:23.003538,SW9,67.55657630784822,49.64380196824402,22.930900655403683,0.13662931764879854,0,0
2025-12-25 10:10:23.003538,DB2,360.940364007704,163.15718859660845,166.60386715213588,0.6224215351901377,2,1
2025-12-25 10:11:23.003538,SW10,99.43280894277197,94.22162191327894,24.7227451710481,0.9042703131344254,0,0
2025-12-25 10:12:23.003538,DB4,56.16839112728581,40.2577538835651,27.755326015095488,0.6899502343809231,0,0
2025-12-25 10:13:23.003538,APP7,78.80171675329679,48.96858859894466,13.93537335329609,0.37664975357826247,0,0
2025-12-25 10:14:23.003538,SW10,66.78362033370071,49.395167883664676,21.64371796450281,0.22155620568151863,0,0
2025-12-25 10:15:23.003538,SW2,93.35576981080055,76.85454085473074,37.27162993095292,1.1270818674903769,0,0
2025-12-25 10:16:23.003538,APP6,94.5617663430007,42.88030108046053,22.58117209443517,0.5493262212611452,0,0
2025-12-25 10:17:23.003538,APP5,26.87199761700866,50.57353237406569,23.615986562530743,1.02340385380849,0,0
